Term,Tf,Df,Idf,c-TF-IDF
de,0.4685390206103073,2,5.77631844218392,2.70643058563411
diversity,0.46846303141131007,2,5.77631844218392,2.7059916478225357
sight,0.4929922299617538,3,5.48863636973214,2.7058550833634323
action,0.5474411157903329,6,4.929020581796717,2.6983485270523104
definite,0.4361362223400077,1,6.181783550292085,2.696099724947991
simple,0.5289680643525786,5,5.083171261623976,2.6888352630338894
backstory,0.46493697967254116,2,5.77631844218392,2.68562405013579
nicht,0.43391599035317624,1,6.181783550292085,2.682374731373964
repeat,0.4642865994908203,2,5.77631844218392,2.681867247097685
progression,0.526813495793482,5,5.083171261623976,2.677883222053091
till,0.4871949850069408,3,5.48863636973214,2.6740361138601996
theme,0.5077552891752833,4,5.26549281841793,2.673581828666174
sky,0.46265051269341273,2,5.77631844218392,2.6724166887568064
appear,0.5069976901065727,4,5.26549281841793,2.6695926962106378
everyone,0.5249416596898132,5,5.083171261623976,2.6683683585644515
fantasy,0.506709101607605,4,5.26549281841793,2.668073135541845
rogeulike,0.4312971810227388,1,6.181783550292085,2.666185818933714
reign,0.4312971810227388,1,6.181783550292085,2.666185818933714
mixed,0.4598867838348154,2,5.77631844218392,2.656452510781694
uxui,0.42956734593499163,1,6.181783550292085,2.6554923528435608
addon,0.4290476169384185,1,6.181783550292085,2.652279500681935
prestigious,0.4290476169384185,1,6.181783550292085,2.652279500681935
shallow,0.48283473055386406,3,5.48863636973214,2.6501042626877562
hell,0.4585131564676611,2,5.77631844218392,2.648518001688112
realize,0.536424269442492,6,4.929020581796717,2.644046264657311
dumb,0.48170734251762815,3,5.48863636973214,2.643916439709271
masculine,0.4276157910227766,1,6.181783550292085,2.643428262789738
inject,0.4276157910227766,1,6.181783550292085,2.643428262789738
purge,0.42737735062314663,1,6.181783550292085,2.6419542758495806
heretic,0.42737735062314663,1,6.181783550292085,2.6419542758495806
mutant,0.42737735062314663,1,6.181783550292085,2.6419542758495806
unclean,0.42737735062314663,1,6.181783550292085,2.6419542758495806
rockstar,0.4571177438926915,2,5.77631844218392,2.64045765429686
fetch,0.45696820399343135,2,5.77631844218392,2.6395938642189214
defeat,0.4547829237886948,2,5.77631844218392,2.626970989870962
cop,0.5164995888417101,5,5.083171261623976,2.6254558666407806
scene,0.5150438606139791,5,5.083171261623976,2.6180561507488433
park,0.4228898819361905,1,6.181783550292085,2.6142137157381042
lock,0.45185414272610436,2,5.77631844218392,2.610053417806002
neutral,0.45093771346838013,2,5.77631844218392,2.6047598305836526
chat,0.49463668117825593,4,5.26549281841793,2.6045058924701863
clearly,0.4742289985589415,3,5.48863636973214,2.6028705290722565
effect,0.4938514485654828,4,5.26549281841793,2.6003712557868415
dull,0.4736433352448055,3,5.48863636973214,2.5996560361058716
gist,0.42051947796856215,1,6.181783550292085,2.599560391483472
roguelike,0.44909506030702323,2,5.77631844218392,2.5941160791451585
odd,0.47213134794844724,3,5.48863636973214,2.5913572876405073
cpu,0.44852726332260046,2,5.77631844218392,2.5908363029526207
standard,0.5091994166814217,5,5.083171261623976,2.5883478413106946
library,0.41823038231736015,1,6.181783550292085,2.585409697641827
twice,0.41823038231736015,1,6.181783550292085,2.585409697641827
viable,0.4471138803705104,2,5.77631844218392,2.5826721529405945
pause,0.4467181039488488,2,5.77631844218392,2.5803860222971693
bland,0.46944662402138126,3,5.48863636973214,2.5766218142517223
advise,0.4459258766113901,2,5.77631844218392,2.575809864917404
trick,0.4457698513556527,2,5.77631844218392,2.574908613355242
power,0.4889700846606776,4,5.26549281841793,2.5746684692020048
physical,0.44553161020769316,2,5.77631844218392,2.5735324566185955
twin,0.44499443043793857,2,5.77631844218392,2.5704295352077944
stealth,0.4873533577847132,4,5.26549281841793,2.566155605447271
beware,0.41504643832679416,1,6.181783550292085,2.5657272450558946
buyer,0.41504643832679416,1,6.181783550292085,2.5657272450558946
aim,0.4859169887095395,4,5.26549281841793,2.5585924143973466
franchise,0.5188752620528437,6,4.929020581796717,2.557546846043632
ruin,0.4654437704273367,3,5.48863636973214,2.5546516064327367
challenge,0.4131880218139043,1,6.181783550292085,2.554238916426921
execution,0.4419191940336003,2,5.77631844218392,2.55266599045134
alot,0.46486604517189756,3,5.48863636973214,2.5514806825840206
loud,0.4414854309396258,2,5.77631844218392,2.5501604366920763
sponge,0.44117268299032664,2,5.77631844218392,2.5483539049447845
storytelling,0.4638471828515275,3,5.48863636973214,2.5458885177966875
remaster,0.4398101040463118,2,5.77631844218392,2.54048321506154
small,0.4979117403105616,5,5.083171261623976,2.530970649171827
irl,0.40935834950359673,1,6.181783550292085,2.5305647111360523
faction,0.4377026103262813,2,5.77631844218392,2.5283096602197412
vision,0.40863729855206465,1,6.181783550292085,2.526107330224949
replayable,0.4372288888125853,2,5.77631844218392,2.525573293903719
brother,0.46011794441465803,3,5.48863636973214,2.525420084080683
rd,0.4366438274223484,2,5.77631844218392,2.522193793005484
catch,0.4945082330046073,5,5.083171261623976,2.5136700386454724
objective,0.43507959030555965,2,5.77631844218392,2.5131582612998287
eventually,0.45738963123707455,3,5.48863636973214,2.510445365146179
mediocre,0.4560627833677233,3,5.48863636973214,2.503162779673356
soon,0.4559909500953658,3,5.48863636973214,2.5027685129621378
pointless,0.4318396150742698,2,5.77631844218392,2.4944431326191103
event,0.4736637712721389,4,5.26549281841793,2.4940731859782
journey,0.40265490036721446,1,6.181783550292085,2.489125439534545
focus,0.4720249118630963,4,5.26549281841793,2.48544378352949
remember,0.4719431689829976,4,5.26549281841793,2.485013366981373
mix,0.48862107659422754,5,5.083171261623976,2.483744614367545
post,0.4524596187693034,3,5.48863636973214,2.4833863194123373
launch,0.4703337613768042,4,5.26549281841793,2.4765390427890552
underrate,0.40045646481159936,1,6.181783550292085,2.475535186780466
dying,0.40045646481159936,1,6.181783550292085,2.475535186780466
express,0.40045646481159936,1,6.181783550292085,2.475535186780466
generator,0.42840725097146765,2,5.77631844218392,2.4746167045518037
everytime,0.42813469654381947,2,5.77631844218392,2.473042343384881
via,0.4504854427495453,3,5.48863636973214,2.47255078511004
empty,0.4270889131445538,2,5.77631844218392,2.4670015654491726
include,0.5004060052273915,6,4.929020581796717,2.466511499020488
light,0.4669526293470483,4,5.26549281841793,2.4587357163682526
carefully,0.4470428070073358,3,5.48863636973214,2.453655409367609
offensive,0.3968609862510885,1,6.181783550292085,2.4533087165596723
feature,0.4975758638265594,6,4.929020581796717,2.452561673806392
combination,0.46540898955544074,4,5.26549281841793,2.450607692131319
mother,0.4240288043091463,2,5.77631844218392,2.4493254023481184
attempt,0.4239626232161602,2,5.77631844218392,2.448943119280179
path,0.44443864137850675,3,5.48863636973214,2.439362091184412
man,0.49398496185665575,6,4.929020581796717,2.4348620440895226
permenant,0.3934962042886377,1,6.181783550292085,2.4325083627738744
ruling,0.3928722940899639,1,6.181783550292085,2.428651484970853
personally,0.4606756223991371,4,5.26549281841793,2.4256841813628665
st,0.4414406987430306,3,5.48863636973214,2.422907474200967
lean,0.41729671844266536,2,5.77631844218392,2.4104387306031985
relate,0.4575028657690261,4,5.26549281841793,2.4089780541124295
andor,0.4156711040466526,2,5.77631844218392,2.4010486641876305
tank,0.4700542292213787,5,5.083171261623976,2.389366149382921
strike,0.41260252675703313,2,5.77631844218392,2.383323584598335
veteran,0.4123422827640064,2,5.77631844218392,2.381820332421947
block,0.4333851280600202,3,5.48863636973214,2.378693375971248
prefer,0.4671201480059346,5,5.083171261623976,2.374451712069305
steep,0.38367249005452364,1,6.181783550292085,2.371780287718658
offer,0.4502795654724182,4,5.26549281841793,2.3709438182753644
generic,0.4102876739085999,2,5.77631844218392,2.369952257398988
grab,0.43081896611284337,3,5.48863636973214,2.3646086461773503
betterwhy,0.3823588275105867,1,6.181783550292085,2.3636595102139135
simply,0.43045120855814156,3,5.48863636973214,2.3625901586873703
ride,0.42887125381196334,3,5.48863636973214,2.3539183616049657
basic,0.4282168464684715,3,5.48863636973214,2.350326557658857
elevation,0.38010301388094064,1,6.181783550292085,2.3497145586256427
school,0.4461413353273024,4,5.26549281841793,2.3491539971652964
clever,0.40499672332324776,2,5.77631844218392,2.339390041956135
death,0.42604668905398585,3,5.48863636973214,2.3384153527456664
criminal,0.44409787149544205,4,5.26549281841793,2.3383941530339385
fish,0.3781245636362568,1,6.181783550292085,2.337484207447985
stream,0.3781245636362568,1,6.181783550292085,2.337484207447985
gift,0.3781245636362568,1,6.181783550292085,2.337484207447985
obviously,0.3781245636362568,1,6.181783550292085,2.337484207447985
hot,0.3781245636362568,1,6.181783550292085,2.337484207447985
humor,0.4034558295664523,2,5.77631844218392,2.3304893489313114
away,0.48591108147918144,7,4.795489189172194,2.330181338132384
color,0.4022316481169304,2,5.77631844218392,2.323418087047858
generally,0.44001508887609725,4,5.26549281841793,2.3168962904726174
interface,0.37460930343011417,1,6.181783550292085,2.315753629730656
painful,0.37460930343011417,1,6.181783550292085,2.315753629730656
okay,0.4388485234016627,4,5.26549281841793,2.3107537483447675
floor,0.39916092117550506,2,5.77631844218392,2.305680590385192
fluff,0.37236561785385824,1,6.181783550292085,2.3018836511433296
boy,0.37236561785385824,1,6.181783550292085,2.3018836511433296
steal,0.39814650616843644,2,5.77631844218392,2.2998210062718334
onward,0.3719791215237687,1,6.181783550292085,2.299494414487734
devil,0.3719791215237687,1,6.181783550292085,2.299494414487734
chad,0.3719791215237687,1,6.181783550292085,2.299494414487734
woke,0.39784883763596,2,5.77631844218392,2.298101578038032
refuse,0.3958120039215695,2,5.77631844218392,2.286336177889936
duck,0.3692878377402654,1,6.181783550292085,2.2828574806657054
cow,0.3692878377402654,1,6.181783550292085,2.2828574806657054
starve,0.3692878377402654,1,6.181783550292085,2.2828574806657054
sadly,0.4627902287674708,6,4.929020581796717,2.281102562649275
infinite,0.39449573991431125,2,5.77631844218392,2.2787330178300276
screw,0.41342405929717935,3,5.48863636973214,2.269134327980795
within,0.4120682222272638,3,5.48863636973214,2.2616926313274255
consistently,0.4118199163242191,3,5.48863636973214,2.260329770517155
load,0.3912497528392036,2,5.77631844218392,2.2599831628249922
touch,0.3909965538972697,2,5.77631844218392,2.258520605107158
broken,0.3642497768220076,1,6.181783550292085,2.2517132785558496
wolf,0.3891924577829414,2,5.77631844218392,2.248099571450491
surely,0.3887143649556611,2,5.77631844218392,2.245337955035196
heavily,0.4261399069635339,4,5.26549281841793,2.2438366197577726
mostly,0.44114020813788163,5,5.083171261623976,2.2423912283532994
chore,0.4236163863994004,4,5.26549281841793,2.2305490403501977
dm,0.36004922311593845,1,6.181783550292085,2.225746364753553
freeman,0.359912355221041,1,6.181783550292085,2.224900277052313
spinoff,0.359912355221041,1,6.181783550292085,2.224900277052313
abomination,0.359912355221041,1,6.181783550292085,2.224900277052313
differently,0.3840054921991762,2,5.77631844218392,2.218138006490015
memory,0.4040618783473125,3,5.48863636973214,2.2177487211193427
disapear,0.35824007114587353,1,6.181783550292085,2.2145625788650274
plenty,0.4027924335987672,3,5.48863636973214,2.2107812005031113
forget,0.4191770493037095,4,5.26549281841793,2.207173742754301
idiotic,0.40147558274950457,3,5.48863636973214,2.203553485038336
quick,0.40130574115647905,3,5.48863636973214,2.202621286293763
send,0.3807606303989113,2,5.77631844218392,2.199394651430807
somewhat,0.3798292188229597,2,5.77631844218392,2.1940145215673743
dogfighting,0.3794574505097438,2,5.77631844218392,2.191867069403525
brilliant,0.35425803210512363,1,6.181783550292085,2.1899464754262987
glad,0.3989704691478476,3,5.48863636973214,2.1898038274139706
home,0.3987629422350647,3,5.48863636973214,2.1886647876527725
wanna,0.37794120130996833,2,5.77631844218392,2.1831087311879154
kick,0.377750482924356,2,5.77631844218392,2.1820070810598393
human,0.4136737151012131,4,5.26549281841793,2.1781959760337024
whine,0.352026176318088,1,6.181783550292085,2.176149626035378
meta,0.352026176318088,1,6.181783550292085,2.176149626035378
trackingbut,0.352026176318088,1,6.181783550292085,2.176149626035378
restart,0.41278797326034045,4,5.26549281841793,2.173532108731615
housing,0.3515859386323846,1,6.181783550292085,2.1734281719516773
family,0.37607462019055427,2,5.77631844218392,2.172326764244012
track,0.37571991378501535,2,5.77631844218392,2.1702778670921368
wrong,0.4267325174036891,5,5.083171261623976,2.1691544688668856
definetley,0.35049535845659957,1,6.181783550292085,2.166686441360735
gem,0.37383216083711635,2,5.77631844218392,2.1593736049249004
hidden,0.37383216083711635,2,5.77631844218392,2.1593736049249004
aaa,0.37374004719945336,2,5.77631844218392,2.158841527220891
title,0.4375236040379753,6,4.929020581796717,2.156562849325058
example,0.40885836388247543,4,5.26549281841793,2.152840778773279
favor,0.3723578590719578,2,5.77631844218392,2.150857568449471
rdr,0.34701696813600724,1,6.181783550292085,2.1451837852954023
butt,0.3464862039932386,1,6.181783550292085,2.14190271624855
jesus,0.3464862039932386,1,6.181783550292085,2.14190271624855
mormon,0.3464862039932386,1,6.181783550292085,2.14190271624855
whoop,0.3464862039932386,1,6.181783550292085,2.14190271624855
retribution,0.3464862039932386,1,6.181783550292085,2.14190271624855
holy,0.3464862039932386,1,6.181783550292085,2.14190271624855
thy,0.3464862039932386,1,6.181783550292085,2.14190271624855
gimme,0.3463731132496288,1,6.181783550292085,2.1412036137500126
shot,0.3701697534677352,2,5.77631844218392,2.138218373694354
fov,0.3456385563002725,1,6.181783550292085,2.1366627416837294
ad,0.3456385563002725,1,6.181783550292085,2.1366627416837294
chaotic,0.38891946801956434,3,5.48863636973214,2.134637537069057
require,0.4048408726525544,4,5.26549281841793,2.131686707554073
blood,0.38816337965406444,3,5.48863636973214,2.1304876429674424
technical,0.38814512812571667,3,5.48863636973214,2.1303874669651495
machine,0.3442436149704532,1,6.181783550292085,2.1280395163174295
pull,0.3442436149704532,1,6.181783550292085,2.1280395163174295
six,0.38712007778357505,3,5.48863636973214,2.124761338376465
seriousness,0.3435779417475575,1,6.181783550292085,2.1239244685382634
civ,0.38575518128932695,3,5.48863636973214,2.1172699178372145
rush,0.4017821108639434,4,5.26549281841793,2.115580819322891
booooooooooooooooooooooooooooooooooore,0.3421127810097071,1,6.181783550292085,2.1148671619904857
whaaaat,0.3421127810097071,1,6.181783550292085,2.1148671619904857
kile,0.3421127810097071,1,6.181783550292085,2.1148671619904857
solo,0.36570075139239344,2,5.77631844218392,2.1124039945883997
demon,0.34162892719241533,1,6.181783550292085,2.1118760824220053
aof,0.34162892719241533,1,6.181783550292085,2.1118760824220053
proper,0.4153918370331056,5,5.083171261623976,2.1115078483198726
dixxie,0.3412919306991627,1,6.181783550292085,2.1097928430435102
letter,0.3412494645022978,1,6.181783550292085,2.1095303262062877
unplayable,0.3842510935259243,3,5.48863636973214,2.109014527035734
strategic,0.34104769839023985,1,6.181783550292085,2.108283051773761
thematic,0.34104769839023985,1,6.181783550292085,2.108283051773761
artwork,0.36492788428417156,2,5.77631844218392,2.1079396680578197
depend,0.3648237979845135,2,5.77631844218392,2.107338432445526
pro,0.36445010038605175,2,5.77631844218392,2.105179836115732
unintereste,0.33785669884360453,1,6.181783550292085,2.0885569832673814
poignant,0.336425244055667,1,6.181783550292085,2.0797080396063223
gamey,0.336425244055667,1,6.181783550292085,2.0797080396063223
telltalelike,0.336425244055667,1,6.181783550292085,2.0797080396063223
que,0.3349807393744586,1,6.181783550292085,2.0707784243297085
uninstalle,0.37666590417848755,3,5.48863636973214,2.0673821809120874
amd,0.3570272190243252,2,5.77631844218392,2.062302909611848
normal,0.3914291019166895,4,5.26549281841793,2.0610671250621087
tear,0.35660475273356074,2,5.77631844218392,2.059862609785304
bioshock,0.35608701775846996,2,5.77631844218392,2.056872007700523
conversation,0.35598755224248824,2,5.77631844218392,2.0562974632061968
schedule,0.3319511312875951,1,6.181783550292085,2.052050042894504
sue,0.3319511312875951,1,6.181783550292085,2.052050042894504
stupidity,0.3552318776153883,2,5.77631844218392,2.0519324459213886
outstanding,0.3549316470254509,2,5.77631844218392,2.0501982184278256
gpu,0.35465577786822566,2,5.77631844218392,2.0486047103273157
already,0.3889184380889299,4,5.26549281841793,2.047847242707579
clicker,0.33087573471412896,1,6.181783550292085,2.04540217404661
microtransation,0.33087573471412896,1,6.181783550292085,2.04540217404661
unlocked,0.3724087450205736,3,5.48863636973214,2.044016182326223
playing,0.35326918540426466,2,5.77631844218392,2.0405953107059442
poppin,0.3299151675012552,1,6.181783550292085,2.0394641554511175
fortnite,0.3299151675012552,1,6.181783550292085,2.0394641554511175
montage,0.3299151675012552,1,6.181783550292085,2.0394641554511175
escape,0.3868444099272143,4,5.26549281841793,2.0369264623168686
rainbow,0.35250102683369744,2,5.77631844218392,2.0361581821882555
knock,0.35209198002261805,2,5.77631844218392,2.033795397549701
phantom,0.35021574501202696,2,5.77631844218392,2.0229576666561524
vs,0.3501193811812184,2,5.77631844218392,2.0224010384830935
overally,0.3267942767234682,1,6.181783550292085,2.0201714841787353
hero,0.39676583575784785,5,5.083171261623976,2.016828693918511
discover,0.3821291605318185,4,5.26549281841793,2.0120983504883627
heart,0.36646426969320056,3,5.48863636973214,2.011389118845428
remove,0.3479661021131727,2,5.77631844218392,2.0099630128911725
noticeably,0.3250976543746356,1,6.181783550292085,2.0096833320516643
campy,0.3250976543746356,1,6.181783550292085,2.0096833320516643
cutscene,0.36612831144890423,3,5.48863636973214,2.0095451662070722
potential,0.3657649183101813,3,5.48863636973214,2.007550633409366
noise,0.32358567024631874,1,6.181783550292085,2.0003365734389322
pixel,0.32358567024631874,1,6.181783550292085,2.0003365734389322
gingerly,0.32358567024631874,1,6.181783550292085,2.0003365734389322
toward,0.32358567024631874,1,6.181783550292085,2.0003365734389322
window,0.32346312184529397,1,6.181783550292085,1.9995790057493625
overly,0.34536511345607335,2,5.77631844218392,1.9949388741432585
close,0.3778177468560464,4,5.26549281841793,1.9893966327413557
health,0.3624012722196832,3,5.48863636973214,1.9890888031421508
ultimate,0.3441097889218746,2,5.77631844218392,1.9876877198854406
lore,0.3615604569847923,3,5.48863636973214,1.9844738740637038
strong,0.3614245401390772,3,5.48863636973214,1.983727875921053
third,0.37648256721407947,4,5.26549281841793,1.9823662539252809
sort,0.34285927385286463,2,5.77631844218392,1.980464346630089
stamina,0.3200871995216581,1,6.181783550292085,1.9787097846620465
battler,0.3200871995216581,1,6.181783550292085,1.9787097846620465
walking,0.36008183767206,3,5.48863636973214,1.976358270326853
arcade,0.3410248159191678,2,5.77631844218392,1.9698679334362657
alien,0.340895133266707,2,5.77631844218392,1.9691188451392247
strange,0.3736097476656357,4,5.26549281841793,1.9672394432243399
local,0.31804290192547147,1,6.181783550292085,1.9660723794100383
highscore,0.31804290192547147,1,6.181783550292085,1.9660723794100383
chase,0.31804290192547147,1,6.181783550292085,1.9660723794100383
tutorial,0.34014689214125765,2,5.77631844218392,1.9647967661270915
ortus,0.31766586966620564,1,6.181783550292085,1.9637416475917795
ckii,0.31766586966620564,1,6.181783550292085,1.9637416475917795
regni,0.31766586966620564,1,6.181783550292085,1.9637416475917795
gameit,0.31766586966620564,1,6.181783550292085,1.9637416475917795
face,0.3573644236103194,3,5.48863636973214,1.961443372675962
late,0.3566665377442942,3,5.48863636973214,1.957612930929774
comparable,0.33837436181520053,2,5.77631844218392,1.9545580665153572
customize,0.35551993094444495,3,5.48863636973214,1.9513196231463394
shuffle,0.3376283790933289,2,5.77631844218392,1.9502490327614594
positive,0.3702064728810742,4,5.26549281841793,1.9493195242871284
metafictional,0.31480157931564395,1,6.181783550292085,1.9460352246194168
antigame,0.31480157931564395,1,6.181783550292085,1.9460352246194168
additional,0.3687503371300012,4,5.26549281841793,1.9416522519472117
pvp,0.33605383189068105,2,5.77631844218392,1.9411539467167158
forsake,0.31392873667258536,1,6.181783550292085,1.9406395003265637
wow,0.3346411290361758,2,5.77631844218392,1.9329937251649114
em,0.3345942709806124,2,5.77631844218392,1.9327230581143957
group,0.3510498580041237,3,5.48863636973214,1.9267850182307362
switch,0.35015889613973444,3,5.48863636973214,1.9218948525378052
recent,0.3107343881790696,1,6.181783550292085,1.9208927293554479
spiritual,0.3107343881790696,1,6.181783550292085,1.9208927293554479
pleasant,0.3324085903852025,2,5.77631844218392,1.9200978709824057
das,0.30993999310941156,1,6.181783550292085,1.9159819509814027
hear,0.36359260214385125,4,5.26549281841793,1.9144942354183363
edition,0.3095004058467395,1,6.181783550292085,1.9132645176720984
gold,0.3095004058467395,1,6.181783550292085,1.9132645176720984
eye,0.3095004058467395,1,6.181783550292085,1.9132645176720984
bl,0.3095004058467395,1,6.181783550292085,1.9132645176720984
skin,0.3095004058467395,1,6.181783550292085,1.9132645176720984
humble,0.3095004058467395,1,6.181783550292085,1.9132645176720984
frequent,0.3305373678253185,2,5.77631844218392,1.909289093600317
shortness,0.3080935520967399,1,6.181783550292085,1.9045676523026842
mate,0.3080935520967399,1,6.181783550292085,1.9045676523026842
funniest,0.3080935520967399,1,6.181783550292085,1.9045676523026842
toilet,0.3295184471468052,2,5.77631844218392,1.9034034832938986
paper,0.3464372570776383,3,5.48863636973214,1.9014681290265685
um,0.3281277367932839,2,5.77631844218392,1.895370297431117
creative,0.3262584127599295,2,5.77631844218392,1.8845724865428344
bear,0.30468296053342786,1,6.181783550292085,1.8834841134798368
casual,0.30381833897810456,1,6.181783550292085,1.8781392101719114
certainly,0.34186728192025245,3,5.48863636973214,1.8763851971689685
engine,0.3417990854307777,3,5.48863636973214,1.876010891436549
historical,0.323441245678394,2,5.77631844218392,1.8682996323750474
imagine,0.3389341420446339,3,5.48863636973214,1.8602862589701368
cat,0.3008871400429216,1,6.181783550292085,1.8600191728117637
ostombe,0.3008871400429216,1,6.181783550292085,1.8600191728117637
oleary,0.3008871400429216,1,6.181783550292085,1.8600191728117637
rule,0.3008871400429216,1,6.181783550292085,1.8600191728117637
desmond,0.3008871400429216,1,6.181783550292085,1.8600191728117637
jake,0.3008871400429216,1,6.181783550292085,1.8600191728117637
along,0.3219890791064795,2,5.77631844218392,1.8599114558245748
spec,0.3219813557520786,2,5.77631844218392,1.8598668432701135
coopmultiplayer,0.30041583829829865,1,6.181783550292085,1.8571056874396297
riftmechanic,0.30041583829829865,1,6.181783550292085,1.8571056874396297
borderland,0.30041583829829865,1,6.181783550292085,1.8571056874396297
forward,0.33802253394430437,3,5.48863636973214,1.8552827735957256
suicide,0.3211048100792899,2,5.77631844218392,1.8548036363349676
mature,0.3208155077684505,2,5.77631844218392,1.8531325340614995
premise,0.33728015487683227,3,5.48863636973214,1.8512081248458707
case,0.32036971910778805,2,5.77631844218392,1.8505575167995985
currently,0.3358231761403021,3,5.48863636973214,1.8432112983626248
minigame,0.31898796245506356,2,5.77631844218392,1.8425760503638555
room,0.29748479453570775,1,6.181783550292085,1.8389866093228588
pleasantly,0.2973382910767191,1,6.181783550292085,1.838080956650022
expectation,0.2973382910767191,1,6.181783550292085,1.838080956650022
buildyourownvehicle,0.2973382910767191,1,6.181783550292085,1.838080956650022
intuitive,0.2973382910767191,1,6.181783550292085,1.838080956650022
attention,0.31758607926093196,2,5.77631844218392,1.8344783266158053
wave,0.29606477514145646,1,6.181783550292085,1.8302083567903806
certain,0.3162727824671176,2,5.77631844218392,1.8268923061256346
service,0.31588975993785695,2,5.77631844218392,1.8246798460260947
kkk,0.2950764203870795,1,6.181783550292085,1.82409856162792
language,0.2950764203870795,1,6.181783550292085,1.82409856162792
german,0.2950764203870795,1,6.181783550292085,1.82409856162792
realise,0.2950764203870795,1,6.181783550292085,1.82409856162792
suffering,0.2950764203870795,1,6.181783550292085,1.82409856162792
customer,0.2942904469136126,1,6.181783550292085,1.8192398437386765
desktop,0.2942904469136126,1,6.181783550292085,1.8192398437386765
answer,0.2942904469136126,1,6.181783550292085,1.8192398437386765
discard,0.33086806207183495,3,5.48863636973214,1.8160144790702644
white,0.31427636817327753,2,5.77631844218392,1.8153603814218866
rpg,0.3131166068014801,2,5.77631844218392,1.8086612304214407
underwhelming,0.3130626591301665,2,5.77631844218392,1.808349611492719
melodrama,0.3126737286879586,2,5.77631844218392,1.806103025406667
hassle,0.29201344868520623,1,6.181783550292085,1.8051639335462697
apparently,0.3122956457354923,2,5.77631844218392,1.8039190978756605
ship,0.32687921333460535,3,5.48863636973214,1.7941211388177458
xbox,0.3099583141759332,2,5.77631844218392,1.7904179264826805
galciv,0.2894686182375285,1,6.181783550292085,1.7894323425465333
galactic,0.2894686182375285,1,6.181783550292085,1.7894323425465333
nonsense,0.33967170628521587,4,5.26549281841793,1.7885389300645684
satisfying,0.3096262593564735,2,5.77631844218392,1.7884998721052194
improvement,0.3256227089641389,3,5.48863636973214,1.7872246432312764
blacksad,0.3080647366201261,2,5.77631844218392,1.7794800195253666
performance,0.307776554533868,2,5.77631844218392,1.777815388025807
fine,0.3233623374743991,3,5.48863636973214,1.7748182860635846
important,0.32328433113218835,3,5.48863636973214,1.774390137616657
extra,0.32284947964732824,3,5.48863636973214,1.7720033959414219
engaging,0.3219881374020616,3,5.48863636973214,1.767275801567265
stutter,0.2853680691878738,1,6.181783550292085,1.7640836358842118
glitche,0.2853680691878738,1,6.181783550292085,1.7640836358842118
yea,0.2853680691878738,1,6.181783550292085,1.7640836358842118
procedure,0.3036263775386563,2,5.77631844218392,1.7538426441100383
trash,0.30342940763614623,2,5.77631844218392,1.752704883229614
keen,0.283250885126309,1,6.181783550292085,1.7509956622794902
nail,0.283250885126309,1,6.181783550292085,1.7509956622794902
monster,0.283250885126309,1,6.181783550292085,1.7509956622794902
eldritch,0.283250885126309,1,6.181783550292085,1.7509956622794902
procedurally,0.283250885126309,1,6.181783550292085,1.7509956622794902
crave,0.283250885126309,1,6.181783550292085,1.7509956622794902
colour,0.30279171184537834,2,5.77631844218392,1.7490213492728983
flesh,0.302509612651999,2,5.77631844218392,1.7473918544996563
info,0.31586024048081385,3,5.48863636973214,1.7336420036553348
bored,0.3157037571704525,3,5.48863636973214,1.7327831236668296
react,0.2999601699223656,2,5.77631844218392,1.7326654614431831
irritate,0.2802550899004509,1,6.181783550292085,1.732476304632237
ripoff,0.2802550899004509,1,6.181783550292085,1.732476304632237
receive,0.299553634552046,2,5.77631844218392,1.7303171836862057
evil,0.27953048717024087,1,6.181783550292085,1.7279969673941278
antitrump,0.27953048717024087,1,6.181783550292085,1.7279969673941278
propaganda,0.27953048717024087,1,6.181783550292085,1.7279969673941278
eghhh,0.27953048717024087,1,6.181783550292085,1.7279969673941278
frp,0.27926551054225734,1,6.181783550292085,1.7263589392340473
se,0.27915061614538217,1,6.181783550292085,1.7256486869414236
security,0.29794232448057445,2,5.77631844218392,1.721009743604288
narrative,0.3125576391477053,3,5.48863636973214,1.7155152258637094
age,0.31255203534197845,3,5.48863636973214,1.715484468611788
turnbased,0.27726135795995066,1,6.181783550292085,1.7139697017684685
dry,0.29658495395318557,2,5.77631844218392,1.7131691391940547
super,0.2960982366935672,2,5.77631844218392,1.710357705311192
itch,0.2959802167384693,2,5.77631844218392,1.709675984468014
drop,0.3106260081871947,3,5.48863636973214,1.7049132059209504
promise,0.2949834146924681,2,5.77631844218392,1.7039181384264908
feeble,0.27557337605456395,1,6.181783550292085,1.7035349629925582
minded,0.27557337605456395,1,6.181783550292085,1.7035349629925582
retarded,0.29356872648202526,2,5.77631844218392,1.6957464488265694
turnbase,0.293415785305991,2,5.77631844218392,1.6948630118908736
funky,0.27364763830932054,1,6.181783550292085,1.691630469076836
weaken,0.2925714273034739,2,5.77631844218392,1.6899857311891286
murder,0.3206140035953054,4,5.26549281841793,1.6881907334153012
despite,0.3069978015852689,3,5.48863636973214,1.6849992992087182
tribal,0.2723305135350403,1,6.181783550292085,1.683488288813508
worst,0.2723305135350403,1,6.181783550292085,1.683488288813508
buyable,0.2723305135350403,1,6.181783550292085,1.683488288813508
cave,0.2723305135350403,1,6.181783550292085,1.683488288813508
canyon,0.2723305135350403,1,6.181783550292085,1.683488288813508
